805142009,33.64355385,-117.7430695
805142010,33.64365578,-117.7431017
805142011,33.64377916,-117.7431768
805142011,33.6438328,-117.7432305
805142012,33.64382744,-117.7431929
805142013,33.64357531,-117.7431232
805142025,33.64363432,-117.7431393
805142026,33.64349484,-117.7430964
805142027,33.64369333,-117.7430856
805142030,33.64381135,-117.743209
805142032,33.64366114,-117.7431285
805142033,33.64339292,-117.7428979
805142033,33.64356458,-117.7429676
805142038,33.64375234,-117.7431285
805142041,33.64388108,-117.7432144
805142046,33.64382207,-117.7432412
805142047,33.64374161,-117.7431983
805142047,33.64349484,-117.7431715
805142047,33.64363968,-117.7433485
805142048,33.64389718,-117.7433217
805142048,33.64391863,-117.7433485
805142049,33.64395082,-117.7433324
805142049,33.6438489,-117.7433056
805142050,33.64366651,-117.7432787
805142050,33.64367187,-117.7432626
805142050,33.64364505,-117.7432251
805142051,33.64376843,-117.7433109
805142052,33.64370406,-117.7431393
805142052,33.64376307,-117.7433163
805142052,33.64383817,-117.743386
805142053,33.64389181,-117.7434182
805142053,33.64378989,-117.7433217
805142054,33.64387572,-117.7431071
805142054,33.6436826,-117.743032
805142058,33.64347339,-117.7431285
805142061,33.64374697,-117.7433163
805142064,33.64370942,-117.7431607
805142064,33.64370942,-117.743209
805142065,33.64374161,-117.7432197
805142065,33.64374697,-117.7432305
805142066,33.6438328,-117.7433538
805142066,33.64383817,-117.7432734
805142066,33.64377916,-117.7432358
805142067,33.64359677,-117.7431607
805142067,33.64381135,-117.7432626
805142068,33.64376307,-117.7432573
805142068,33.64363968,-117.7431715
805142071,33.64373088,-117.7431446
805142074,33.6437577,-117.7431607
805142074,33.64379525,-117.7431822
805142075,33.64380598,-117.7431285
805142075,33.64370942,-117.7431232
805142076,33.64377379,-117.7431768
805142079,33.64376307,-117.7431339
805142079,33.64348948,-117.7429569
805142080,33.64377379,-117.7431232
805142080,33.64376307,-117.7431393
805142081,33.64378452,-117.7430159
805142081,33.64380062,-117.7431017
805142082,33.6439079,-117.7431983
805142082,33.64388645,-117.7431554
805142083,33.64373624,-117.7431339
805142087,33.64378452,-117.7431715
805142087,33.64377916,-117.7432626
805142088,33.64371479,-117.7433217
805142088,33.6438489,-117.7433109
805142089,33.64391327,-117.7432305
805142089,33.64390254,-117.7431822
805142090,33.64413321,-117.7432841
805142090,33.64401519,-117.7431124
805142090,33.64389181,-117.7432197
805142091,33.64389718,-117.7432197
805142091,33.64381135,-117.7431983
805142092,33.6436075,-117.7431285
805142092,33.64362359,-117.7431339
805142093,33.64372015,-117.7431715
805142093,33.64371479,-117.74315
805142094,33.64370942,-117.7431178
805142094,33.6438328,-117.7431607
805142094,33.64388108,-117.743209
805142095,33.6436826,-117.7432466
805142096,33.64362359,-117.7431822
805142096,33.64362895,-117.7431017
805142096,33.64367723,-117.74315
805142097,33.64372551,-117.7432144
805142097,33.64385426,-117.7431661
805142098,33.64380598,-117.7430481
805142098,33.6437577,-117.743032
805142099,33.64379525,-117.7430749
805142099,33.6438489,-117.7431178
805142099,33.64398301,-117.743091
805142100,33.64389718,-117.7431017
805142100,33.64381135,-117.7431232
805142101,33.64379525,-117.7432197
805142101,33.64360213,-117.7431232
805142102,33.64370406,-117.7431178
805142102,33.6438328,-117.7431661
805142102,33.64381671,-117.7431715
805142103,33.64374697,-117.7433163
805142103,33.64374697,-117.7433056
805142104,33.64374697,-117.7433485
805142104,33.64372015,-117.7433056
805142105,33.64373624,-117.7432895
805142105,33.64372015,-117.7432734
805142106,33.64364505,-117.7431554
805142106,33.64386499,-117.7432466
805142107,33.64396691,-117.7434075
805142107,33.64395082,-117.7433968
805142107,33.64392936,-117.7433485
805142108,33.64369333,-117.7432626
805142108,33.64372551,-117.7431446
805142109,33.64375234,-117.7430481
805142109,33.6437577,-117.7430427
805142110,33.64373088,-117.742973
805142110,33.6437577,-117.7429408
805142111,33.64367723,-117.7429998
805142111,33.64371479,-117.7430803
805142111,33.64347875,-117.7431661
805142112,33.64345193,-117.7431285
805142112,33.6435324,-117.7431715
805142113,33.64355385,-117.7431017
805142113,33.64365578,-117.7430803
805142114,33.64350021,-117.7431607
805142114,33.64352167,-117.7431929
805142114,33.6434412,-117.7432519
805142115,33.64360213,-117.7432626
805142116,33.64365041,-117.7435416
805142116,33.64365578,-117.7435577
805142116,33.64366651,-117.7435309
805142117,33.64370406,-117.743504
805142117,33.64374161,-117.7434397
805142118,33.64371479,-117.7433324
805142118,33.64361286,-117.743032
805142119,33.6437577,-117.7433056
805142119,33.6438489,-117.743327
805142119,33.64370406,-117.7431661
805142120,33.6438328,-117.7431715
805142121,33.64375234,-117.7428925
805142121,33.6439079,-117.7432734
805142122,33.64382744,-117.7433109
805142122,33.6436075,-117.7431393
805142122,33.64361286,-117.7430588
805142123,33.64375234,-117.7432573
805142124,33.64394009,-117.7428442
805142124,33.64395618,-117.7428871
805142125,33.643924,-117.7427959
805142125,33.64389181,-117.7428657
805142125,33.64398837,-117.7424741
805142126,33.64394546,-117.7431929
805142126,33.6439991,-117.7435094
805142127,33.64403665,-117.7433592
805142127,33.643924,-117.7433592
805142128,33.64391327,-117.7433538
805142128,33.64399374,-117.7438259
