805394981,33.62330854,-117.6088464
805394982,33.62319589,-117.608766
805394982,33.62309396,-117.608825
805394983,33.62292767,-117.6090342
805394983,33.62285793,-117.6091039
805394984,33.622756,-117.609179
805394985,33.622697,-117.6092166
805394985,33.62260044,-117.6094419
805394986,33.62247169,-117.6094204
805394987,33.62232149,-117.6094526
805394987,33.62212837,-117.6095384
805394988,33.62206936,-117.6097637
805394989,33.62203717,-117.6097584
805394989,33.62199962,-117.6098549
805394990,33.62194598,-117.6100159
805394991,33.62174213,-117.6101017
805394991,33.62177432,-117.6102626
805394992,33.62167776,-117.6102036
805394992,33.62153292,-117.6103163
805394993,33.62136662,-117.6103807
805394994,33.6213398,-117.6103699
805394994,33.62127543,-117.6104075
805394995,33.62122178,-117.6105148
805394996,33.62108231,-117.6105416
805394997,33.62098038,-117.6106489
805394997,33.62105012,-117.6107562
805394998,33.62090528,-117.6108044
805394999,33.62091601,-117.6109064
805394999,33.62081945,-117.6109546
805395000,33.62079799,-117.6109707
805395001,33.62074971,-117.6109922
805395001,33.62066925,-117.6111209
805395002,33.62064242,-117.6111853
805395002,33.62041712,-117.6112014
805395003,33.62028837,-117.6112872
805395004,33.62030983,-117.6113302
805395004,33.62035275,-117.6114589
805395005,33.62025619,-117.6115125
805395006,33.62010062,-117.6116145
805395006,33.62018108,-117.6117593
805395007,33.62007916,-117.6117915
805395008,33.62012744,-117.6117969
805395008,33.61995578,-117.611829
805395009,33.61982703,-117.6119471
805395010,33.61982167,-117.6121455
805395010,33.61961782,-117.6121241
805395011,33.61955345,-117.6123118
805395012,33.61953199,-117.6123226
805395012,33.6194247,-117.6123494
805395013,33.61931741,-117.6123977
805395014,33.61928523,-117.6125693
805395014,33.61917794,-117.6126015
805395015,33.61912966,-117.6125586
805395015,33.61904383,-117.6125801
805395016,33.61899018,-117.6127893
805395017,33.61891508,-117.6127732
805395017,33.61883998,-117.6128376
805395018,33.61878634,-117.6128912
805395019,33.61865222,-117.6129502
805395019,33.61878097,-117.613036
805395020,33.6187005,-117.6130629
805395020,33.61863613,-117.6131326
805395021,33.61850739,-117.6131004
805395022,33.61848056,-117.6131272
805395022,33.61872196,-117.6133418
805395023,33.61858785,-117.6133633
805395024,33.61850739,-117.6133847
805395024,33.61840546,-117.6133633
805395025,33.61837864,-117.6133633
805395026,33.61834645,-117.6133525
805395026,33.61831427,-117.6134437
805395027,33.61828208,-117.613374
805395028,33.61822844,-117.6134276
805395028,33.61826062,-117.6134866
805395029,33.61821234,-117.6135617
805395030,33.61830354,-117.61361
805395030,33.6182338,-117.6136583
805395031,33.61817479,-117.6137441
805395031,33.61807287,-117.613771
805395032,33.61790657,-117.6138353
805395033,33.61800849,-117.6138675
805395033,33.61783683,-117.6138568
805395034,33.61772954,-117.6138997
805395035,33.61771882,-117.614066
805395035,33.61772418,-117.6141089
805395036,33.61766517,-117.6141304
805395037,33.6175257,-117.6142162
805395037,33.61738622,-117.6142859
805395038,33.61738622,-117.6143825
805395038,33.61730039,-117.6144147
805395039,33.61725211,-117.6145166
805395040,33.61716628,-117.6146132
805395040,33.61705899,-117.6146561
805395041,33.61690879,-117.6147527
805395042,33.61681759,-117.6149619
805395042,33.61675322,-117.6149565
805395043,33.61667275,-117.6150048
805395043,33.61657083,-117.6151335
805395044,33.61631334,-117.6151443
805395045,33.61619532,-117.6151711
805395045,33.61634016,-117.6153106
805395046,33.61615241,-117.6153106
805395047,33.61605048,-117.6154554
805395047,33.61581445,-117.6154661
805395048,33.6157608,-117.6156056
805395048,33.61578763,-117.6157558
805395049,33.61557841,-117.6157826
805395050,33.61537457,-117.6157933
805395051,33.61525655,-117.6157719
805395051,33.61522973,-117.6159328
805395052,33.61511171,-117.616083
805395053,33.61492932,-117.6161581
805395053,33.61487567,-117.6161635
805395054,33.61480057,-117.6163083
805395055,33.61451626,-117.6162279
805395055,33.61443043,-117.616303
805395056,33.61430168,-117.6163405
805395056,33.61418903,-117.6164103
805395057,33.61400127,-117.6164424
805395058,33.61388326,-117.6165122
805395058,33.6137706,-117.6166195
805395059,33.61364186,-117.6166248
805395060,33.61350238,-117.6167107
805395060,33.61325562,-117.6168072
805395061,33.61314297,-117.6168662
805395061,33.6130625,-117.616877
805395062,33.61277819,-117.6168448
805395063,33.61273527,-117.6168716
805395063,33.61255825,-117.6168501
805395064,33.6124295,-117.6169521
805395065,33.61229002,-117.6169896
805395065,33.61221492,-117.6170647
805395066,33.61213446,-117.6170325
805395066,33.61195743,-117.6170164
805395067,33.61163557,-117.6167214
805395069,33.61151755,-117.6168126
805395069,33.61127079,-117.6168662
805395070,33.61113131,-117.617054
805395070,33.61087918,-117.6170701
805395071,33.61091137,-117.6170969
805395072,33.61079335,-117.6171023
805395073,33.61060023,-117.6171559
805395073,33.6104393,-117.6171559
805395074,33.61032128,-117.6171881
805395074,33.61039639,-117.6171452
805395075,33.61018181,-117.6172149
805395076,33.61006916,-117.6172954
805395076,33.60989749,-117.6172954
805395077,33.60984921,-117.6172632
805395078,33.60958099,-117.6173383
805395078,33.60940933,-117.6174617
805395079,33.60928059,-117.617467
805395079,33.60918403,-117.6174563
805395080,33.60896945,-117.6174724
805395081,33.60885143,-117.6174831
805395081,33.60873878,-117.6175582
